case_type,file,kind,line,line_text,evidence,validation_reason,is_valid_syntax
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_31.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_32.c,good,56,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_34.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_41.c,good,54,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_44.c,good,58,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_45.c,good,61,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_51a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_52a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_53a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_54a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_63a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_64a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_65a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_66a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_67a.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int64_t_68a.c,good,54,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_01.c,good,43,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_02.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_02.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_03.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_03.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_04.c,good,113,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_04.c,good,132,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_05.c,good,113,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_05.c,good,132,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_06.c,good,112,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_06.c,good,131,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_07.c,good,112,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_07.c,good,131,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_08.c,good,120,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_08.c,good,139,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_09.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_09.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_10.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_10.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_11.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_11.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_12.c,good,36,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_12.c,good,115,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_12.c,good,122,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_13.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_13.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_14.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_14.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_15.c,good,138,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_15.c,good,165,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_16.c,good,78,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_17.c,good,77,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_18.c,good,70,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_21.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_22a.c,good,79,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_31.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_32.c,good,56,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_34.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_41.c,good,54,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_44.c,good,58,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_45.c,good,61,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_51a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_52a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_53a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_54a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_63a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_64a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_65a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_66a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_67a.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__int_68a.c,good,54,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_01.c,good,43,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_02.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_02.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_03.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_03.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_04.c,good,113,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_04.c,good,132,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_05.c,good,113,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_05.c,good,132,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_06.c,good,112,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_06.c,good,131,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_07.c,good,112,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_07.c,good,131,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_08.c,good,120,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_08.c,good,139,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_09.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_09.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_10.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_10.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_11.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_11.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_12.c,good,36,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_12.c,good,115,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_12.c,good,122,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_13.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_13.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_14.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_14.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_15.c,good,138,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_15.c,good,165,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_16.c,good,78,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_17.c,good,77,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_18.c,good,70,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_21.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_22a.c,good,79,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_31.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_32.c,good,56,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_34.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_41.c,good,54,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_44.c,good,58,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_45.c,good,61,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_51a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_52a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_53a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_54a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_63a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_64a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_65a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_66a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_67a.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__long_68a.c,good,54,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_01.c,good,43,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_02.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_02.c,good,128,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_03.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_03.c,good,128,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_04.c,good,113,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_04.c,good,134,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_05.c,good,113,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_05.c,good,134,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_06.c,good,112,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_06.c,good,133,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_07.c,good,112,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_07.c,good,133,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_08.c,good,120,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_08.c,good,141,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_09.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_09.c,good,128,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_10.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_10.c,good,128,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_11.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_11.c,good,128,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_12.c,good,36,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_12.c,good,117,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_12.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_13.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_13.c,good,128,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_14.c,good,107,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_14.c,good,128,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_15.c,good,138,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_15.c,good,167,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_16.c,good,78,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_17.c,good,77,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_18.c,good,70,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_21.c,good,126,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_22a.c,good,79,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_31.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_32.c,good,56,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_34.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_41.c,good,54,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_44.c,good,58,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_45.c,good,61,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_51a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_52a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_53a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_54a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_63a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_64a.c,good,47,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_65a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_66a.c,good,51,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_67a.c,good,55,{,/* FIX: Initialize data */,brace_only,false
invalid_syntax,CWE476_NULL_Pointer_Dereference__struct_68a.c,good,54,{,/* FIX: Initialize data */,brace_only,false
